gene	Sham_C.WNVp_C	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_WNV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ005149	0	0	0	1	0	0	1	0	1		ubiquitin-conjugating enzyme E2 [Source:VB Community Annotation]	ID=gene:CPIJ005149;biotype=protein_coding;description=ubiquitin-conjugating enzyme E2 [Source:VB Community Annotation];gene_id=CPIJ005149;logic_name=vectorbase_culex
CPIJ005150	0	0	0	0	0	0	1	0	0		geminin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ005150;biotype=protein_coding;description=geminin%2C putative [Source:VB Community Annotation];gene_id=CPIJ005150;logic_name=vectorbase_culex
CPIJ005151	0	0	0	0	1	0	0	0	1		nuclear body associated kinase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ005151;biotype=protein_coding;description=nuclear body associated kinase%2C putative [Source:VB Community Annotation];gene_id=CPIJ005151;logic_name=vectorbase_culex
CPIJ005152	0	0	0	0	0	1	1	0	1		Uridine cytidine kinase i [Source:UniProtKB/TrEMBL%3BAcc:B0WDZ8]	ID=gene:CPIJ005152;biotype=protein_coding;description=Uridine cytidine kinase i [Source:UniProtKB/TrEMBL%3BAcc:B0WDZ8];gene_id=CPIJ005152;logic_name=vectorbase_culex
CPIJ005158	0	0	0	1	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE04]	ID=gene:CPIJ005158;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE04];gene_id=CPIJ005158;logic_name=vectorbase_culex
CPIJ005162	0	0	0	1	0	0	0	0	1		BTB/POZ domain-containing protein KCTD9 [Source:UniProtKB/TrEMBL%3BAcc:B0WE08]	ID=gene:CPIJ005162;biotype=protein_coding;description=BTB/POZ domain-containing protein KCTD9 [Source:UniProtKB/TrEMBL%3BAcc:B0WE08];gene_id=CPIJ005162;logic_name=vectorbase_culex
CPIJ005169	0	0	0	0	0	0	1	0	1		ras-related protein Rab-10%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ005169;biotype=protein_coding;description=ras-related protein Rab-10%2C putative [Source:VB Community Annotation];gene_id=CPIJ005169;logic_name=vectorbase_culex
CPIJ005194	0	0	0	0	0	0	1	0	0		Laminin gamma-3 chain [Source:UniProtKB/TrEMBL%3BAcc:B0WEF3]	ID=gene:CPIJ005194;biotype=protein_coding;description=Laminin gamma-3 chain [Source:UniProtKB/TrEMBL%3BAcc:B0WEF3];gene_id=CPIJ005194;logic_name=vectorbase_culex
CPIJ005207	0	0	0	0	0	0	1	0	0		Cop9 complex subunit 7a [Source:UniProtKB/TrEMBL%3BAcc:B0WFP2]	ID=gene:CPIJ005207;biotype=protein_coding;description=Cop9 complex subunit 7a [Source:UniProtKB/TrEMBL%3BAcc:B0WFP2];gene_id=CPIJ005207;logic_name=vectorbase_culex
CPIJ005213	0	0	0	0	1	0	0	0	0		alpha-glucosidase precursor [Source:VB Community Annotation]	ID=gene:CPIJ005213;biotype=protein_coding;description=alpha-glucosidase precursor [Source:VB Community Annotation];gene_id=CPIJ005213;logic_name=vectorbase_culex
CPIJ005240	0	0	0	0	0	1	0	0	0		latent nuclear antigen%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ005240;biotype=protein_coding;description=latent nuclear antigen%2C putative [Source:VB Community Annotation];gene_id=CPIJ005240;logic_name=vectorbase_culex
CPIJ005246	0	0	0	0	1	0	0	0	0		Abhydrolase domain-containing protein 7 [Source:UniProtKB/TrEMBL%3BAcc:B0WFT1]	ID=gene:CPIJ005246;biotype=protein_coding;description=Abhydrolase domain-containing protein 7 [Source:UniProtKB/TrEMBL%3BAcc:B0WFT1];gene_id=CPIJ005246;logic_name=vectorbase_culex
CPIJ005255	0	0	0	1	0	0	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFU0]	ID=gene:CPIJ005255;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFU0];gene_id=CPIJ005255;logic_name=vectorbase_culex
CPIJ005257	0	0	0	0	0	1	1	0	0		transmembrane protein 85 [Source:VB Community Annotation]	ID=gene:CPIJ005257;biotype=protein_coding;description=transmembrane protein 85 [Source:VB Community Annotation];gene_id=CPIJ005257;logic_name=vectorbase_culex
CPIJ005261	0	0	0	0	0	1	1	0	0		COP9 signalosome complex subunit 8 [Source:UniProtKB/TrEMBL%3BAcc:B0WE82]	ID=gene:CPIJ005261;biotype=protein_coding;description=COP9 signalosome complex subunit 8 [Source:UniProtKB/TrEMBL%3BAcc:B0WE82];gene_id=CPIJ005261;logic_name=vectorbase_culex
CPIJ005262	0	0	0	0	0	1	0	0	0		Elongation factor-1 alpha [Source:UniProtKB/TrEMBL%3BAcc:B0WE83]	ID=gene:CPIJ005262;biotype=protein_coding;description=Elongation factor-1 alpha [Source:UniProtKB/TrEMBL%3BAcc:B0WE83];gene_id=CPIJ005262;logic_name=vectorbase_culex
CPIJ005274	0	0	0	1	0	0	0	0	0		protein piwi [Source:VB Community Annotation]	ID=gene:CPIJ005274;biotype=protein_coding;description=protein piwi [Source:VB Community Annotation];gene_id=CPIJ005274;logic_name=vectorbase_culex
CPIJ005278	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE99]	ID=gene:CPIJ005278;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE99];gene_id=CPIJ005278;logic_name=vectorbase_culex
CPIJ005285	0	0	0	0	0	0	1	0	0		Ribonuclease iii [Source:UniProtKB/TrEMBL%3BAcc:B0WD95]	ID=gene:CPIJ005285;biotype=protein_coding;description=Ribonuclease iii [Source:UniProtKB/TrEMBL%3BAcc:B0WD95];gene_id=CPIJ005285;logic_name=vectorbase_culex
CPIJ005296	0	0	0	0	1	0	0	0	1		selenoprotein T precursor [Source:VB Community Annotation]	ID=gene:CPIJ005296;biotype=protein_coding;description=selenoprotein T precursor [Source:VB Community Annotation];gene_id=CPIJ005296;logic_name=vectorbase_culex
CPIJ005304	0	0	0	0	0	1	0	0	0		DNA-directed RNA polymerase II subunit J [Source:UniProtKB/TrEMBL%3BAcc:B0WDB4]	ID=gene:CPIJ005304;biotype=protein_coding;description=DNA-directed RNA polymerase II subunit J [Source:UniProtKB/TrEMBL%3BAcc:B0WDB4];gene_id=CPIJ005304;logic_name=vectorbase_culex
CPIJ005311	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WD84]	ID=gene:CPIJ005311;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WD84];gene_id=CPIJ005311;logic_name=vectorbase_culex
CPIJ005313	0	0	0	0	0	0	1	0	0		DNA replication complex GINS protein PSF2 [Source:UniProtKB/TrEMBL%3BAcc:B0WD86]	ID=gene:CPIJ005313;biotype=protein_coding;description=DNA replication complex GINS protein PSF2 [Source:UniProtKB/TrEMBL%3BAcc:B0WD86];gene_id=CPIJ005313;logic_name=vectorbase_culex
CPIJ005330	0	0	0	0	0	1	1	0	0		60S ribosome subunit biogenesis protein NIP7 homolog [Source:UniProtKB/TrEMBL%3BAcc:B0WDI8]	ID=gene:CPIJ005330;biotype=protein_coding;description=60S ribosome subunit biogenesis protein NIP7 homolog [Source:UniProtKB/TrEMBL%3BAcc:B0WDI8];gene_id=CPIJ005330;logic_name=vectorbase_culex
CPIJ005355	0	0	0	0	0	1	1	0	0		Chaperonin [Source:UniProtKB/TrEMBL%3BAcc:B0WDL3]	ID=gene:CPIJ005355;biotype=protein_coding;description=Chaperonin [Source:UniProtKB/TrEMBL%3BAcc:B0WDL3];gene_id=CPIJ005355;logic_name=vectorbase_culex
CPIJ005367	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WF32]	ID=gene:CPIJ005367;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WF32];gene_id=CPIJ005367;logic_name=vectorbase_culex
CPIJ005380	0	0	0	0	0	1	1	0	0		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0WF45]	ID=gene:CPIJ005380;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0WF45];gene_id=CPIJ005380;logic_name=vectorbase_culex
CPIJ005435	0	0	0	0	0	0	0	0	1		Peroxisomal 3%2C2-trans-enoyl-CoA isomerase [Source:UniProtKB/TrEMBL%3BAcc:B0WEG3]	ID=gene:CPIJ005435;biotype=protein_coding;description=Peroxisomal 3%2C2-trans-enoyl-CoA isomerase [Source:UniProtKB/TrEMBL%3BAcc:B0WEG3];gene_id=CPIJ005435;logic_name=vectorbase_culex
CPIJ005446	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEH4]	ID=gene:CPIJ005446;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEH4];gene_id=CPIJ005446;logic_name=vectorbase_culex
CPIJ005450	1	0	0	0	0	1	0	0	0		Lysozyme [Source:UniProtKB/TrEMBL%3BAcc:B0WEH8]	ID=gene:CPIJ005450;biotype=protein_coding;description=Lysozyme [Source:UniProtKB/TrEMBL%3BAcc:B0WEH8];gene_id=CPIJ005450;logic_name=vectorbase_culex
CPIJ005454	0	0	0	0	0	1	1	0	0		basic proline-rich protein precursor [Source:VB Community Annotation]	ID=gene:CPIJ005454;biotype=protein_coding;description=basic proline-rich protein precursor [Source:VB Community Annotation];gene_id=CPIJ005454;logic_name=vectorbase_culex
CPIJ005471	0	0	0	0	0	1	1	0	0		Centrin-1 [Source:UniProtKB/TrEMBL%3BAcc:B0WFF6]	ID=gene:CPIJ005471;biotype=protein_coding;description=Centrin-1 [Source:UniProtKB/TrEMBL%3BAcc:B0WFF6];gene_id=CPIJ005471;logic_name=vectorbase_culex
CPIJ005485	0	0	0	1	0	0	0	0	0		Thiamin pyrophosphokinase [Source:UniProtKB/TrEMBL%3BAcc:B0WE28]	ID=gene:CPIJ005485;biotype=protein_coding;description=Thiamin pyrophosphokinase [Source:UniProtKB/TrEMBL%3BAcc:B0WE28];gene_id=CPIJ005485;logic_name=vectorbase_culex
CPIJ005487	0	0	0	1	0	0	0	0	0		tubulin gamma-1 chain [Source:VB Community Annotation]	ID=gene:CPIJ005487;biotype=protein_coding;description=tubulin gamma-1 chain [Source:VB Community Annotation];gene_id=CPIJ005487;logic_name=vectorbase_culex
CPIJ005490	0	0	0	1	0	0	0	0	0		Prolactin regulatory element-binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE33]	ID=gene:CPIJ005490;biotype=protein_coding;description=Prolactin regulatory element-binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE33];gene_id=CPIJ005490;logic_name=vectorbase_culex
CPIJ005492	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE35]	ID=gene:CPIJ005492;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE35];gene_id=CPIJ005492;logic_name=vectorbase_culex
CPIJ005493	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE36]	ID=gene:CPIJ005493;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE36];gene_id=CPIJ005493;logic_name=vectorbase_culex
CPIJ005508	0	0	0	0	1	0	0	0	1		DNA-J/hsp40 [Source:UniProtKB/TrEMBL%3BAcc:B0WE51]	ID=gene:CPIJ005508;biotype=protein_coding;description=DNA-J/hsp40 [Source:UniProtKB/TrEMBL%3BAcc:B0WE51];gene_id=CPIJ005508;logic_name=vectorbase_culex
CPIJ005518	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE61]	ID=gene:CPIJ005518;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WE61];gene_id=CPIJ005518;logic_name=vectorbase_culex
CPIJ005553	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGG0]	ID=gene:CPIJ005553;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGG0];gene_id=CPIJ005553;logic_name=vectorbase_culex
CPIJ005554	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGG1]	ID=gene:CPIJ005554;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGG1];gene_id=CPIJ005554;logic_name=vectorbase_culex
CPIJ005564	0	0	0	0	0	1	0	0	0		26S proteasome non-ATPase regulatory subunit 9 [Source:UniProtKB/TrEMBL%3BAcc:B0WGH0]	ID=gene:CPIJ005564;biotype=protein_coding;description=26S proteasome non-ATPase regulatory subunit 9 [Source:UniProtKB/TrEMBL%3BAcc:B0WGH0];gene_id=CPIJ005564;logic_name=vectorbase_culex
CPIJ005584	0	0	0	0	1	0	0	0	0		Synaptic glycoprotein SC2 [Source:UniProtKB/TrEMBL%3BAcc:B0WGJ0]	ID=gene:CPIJ005584;biotype=protein_coding;description=Synaptic glycoprotein SC2 [Source:UniProtKB/TrEMBL%3BAcc:B0WGJ0];gene_id=CPIJ005584;logic_name=vectorbase_culex
CPIJ005588	0	0	0	0	0	1	1	0	0		Small nuclear ribonucleoprotein Sm D3 [Source:UniProtKB/TrEMBL%3BAcc:B0WEA6]	ID=gene:CPIJ005588;biotype=protein_coding;description=Small nuclear ribonucleoprotein Sm D3 [Source:UniProtKB/TrEMBL%3BAcc:B0WEA6];gene_id=CPIJ005588;logic_name=vectorbase_culex
CPIJ005591	0	0	0	0	1	0	0	0	1		Indoleacetamide hydrolase [Source:UniProtKB/TrEMBL%3BAcc:B0WEA9]	ID=gene:CPIJ005591;biotype=protein_coding;description=Indoleacetamide hydrolase [Source:UniProtKB/TrEMBL%3BAcc:B0WEA9];gene_id=CPIJ005591;logic_name=vectorbase_culex
CPIJ005596	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEB4]	ID=gene:CPIJ005596;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEB4];gene_id=CPIJ005596;logic_name=vectorbase_culex
CPIJ005598	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEB6]	ID=gene:CPIJ005598;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEB6];gene_id=CPIJ005598;logic_name=vectorbase_culex
CPIJ005611	0	0	0	0	1	0	0	0	0		Tumor suppressor candidate 3 [Source:UniProtKB/TrEMBL%3BAcc:B0WEC9]	ID=gene:CPIJ005611;biotype=protein_coding;description=Tumor suppressor candidate 3 [Source:UniProtKB/TrEMBL%3BAcc:B0WEC9];gene_id=CPIJ005611;logic_name=vectorbase_culex
CPIJ005616	0	0	0	0	0	0	1	0	0		Deoxyuridine 5'-triphosphate nucleotidohydrolase [Source:UniProtKB/TrEMBL%3BAcc:B0WED4]	ID=gene:CPIJ005616;biotype=protein_coding;description=Deoxyuridine 5'-triphosphate nucleotidohydrolase [Source:UniProtKB/TrEMBL%3BAcc:B0WED4];gene_id=CPIJ005616;logic_name=vectorbase_culex
CPIJ005631	0	0	0	1	1	0	0	0	1		Ganglioside induced differentiation associated protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFM7]	ID=gene:CPIJ005631;biotype=protein_coding;description=Ganglioside induced differentiation associated protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFM7];gene_id=CPIJ005631;logic_name=vectorbase_culex
CPIJ005645	0	0	0	0	0	0	1	0	0		Heat shock protein 22 [Source:UniProtKB/TrEMBL%3BAcc:B0WER0]	ID=gene:CPIJ005645;biotype=protein_coding;description=Heat shock protein 22 [Source:UniProtKB/TrEMBL%3BAcc:B0WER0];gene_id=CPIJ005645;logic_name=vectorbase_culex
CPIJ005655	0	0	0	0	0	1	1	0	1		Oxidoreductase [Source:UniProtKB/TrEMBL%3BAcc:B0WES0]	ID=gene:CPIJ005655;biotype=protein_coding;description=Oxidoreductase [Source:UniProtKB/TrEMBL%3BAcc:B0WES0];gene_id=CPIJ005655;logic_name=vectorbase_culex
CPIJ005659	0	0	0	0	0	0	0	0	1		Phospholipid scramblase [Source:UniProtKB/TrEMBL%3BAcc:B0WES4]	ID=gene:CPIJ005659;biotype=protein_coding;description=Phospholipid scramblase [Source:UniProtKB/TrEMBL%3BAcc:B0WES4];gene_id=CPIJ005659;logic_name=vectorbase_culex
CPIJ005672	0	0	0	0	0	0	1	0	0		Transcription initiation factor TFIID subunit 11 [Source:UniProtKB/TrEMBL%3BAcc:B0WET7]	ID=gene:CPIJ005672;biotype=protein_coding;description=Transcription initiation factor TFIID subunit 11 [Source:UniProtKB/TrEMBL%3BAcc:B0WET7];gene_id=CPIJ005672;logic_name=vectorbase_culex
CPIJ005690	0	0	0	0	1	0	0	0	1	ASNA1	arsenical pump-driving ATPase [Source:VB Community Annotation]	ID=gene:CPIJ005690;Name=ASNA1;biotype=protein_coding;description=arsenical pump-driving ATPase [Source:VB Community Annotation];gene_id=CPIJ005690;logic_name=vectorbase_culex
CPIJ005707	0	0	0	1	0	0	1	0	1		Phosphoserine phosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0WEJ6]	ID=gene:CPIJ005707;biotype=protein_coding;description=Phosphoserine phosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0WEJ6];gene_id=CPIJ005707;logic_name=vectorbase_culex
CPIJ005718	0	0	0	1	0	0	0	0	0		dual specificity protein phosphatase 7%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ005718;biotype=protein_coding;description=dual specificity protein phosphatase 7%2C putative [Source:VB Community Annotation];gene_id=CPIJ005718;logic_name=vectorbase_culex
CPIJ005722	0	0	0	0	0	1	1	0	0		Prefoldin subunit 6 [Source:UniProtKB/TrEMBL%3BAcc:B0WEL1]	ID=gene:CPIJ005722;biotype=protein_coding;description=Prefoldin subunit 6 [Source:UniProtKB/TrEMBL%3BAcc:B0WEL1];gene_id=CPIJ005722;logic_name=vectorbase_culex
CPIJ005730	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEL9]	ID=gene:CPIJ005730;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEL9];gene_id=CPIJ005730;logic_name=vectorbase_culex
CPIJ005768	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEW8]	ID=gene:CPIJ005768;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEW8];gene_id=CPIJ005768;logic_name=vectorbase_culex
CPIJ005770	0	0	0	0	0	0	1	0	0		Transcription elongation factor 1 homolog [Source:UniProtKB/TrEMBL%3BAcc:B0WEX0]	ID=gene:CPIJ005770;biotype=protein_coding;description=Transcription elongation factor 1 homolog [Source:UniProtKB/TrEMBL%3BAcc:B0WEX0];gene_id=CPIJ005770;logic_name=vectorbase_culex
CPIJ005790	0	0	0	1	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEZ0]	ID=gene:CPIJ005790;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEZ0];gene_id=CPIJ005790;logic_name=vectorbase_culex
CPIJ005795	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEZ5]	ID=gene:CPIJ005795;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WEZ5];gene_id=CPIJ005795;logic_name=vectorbase_culex
CPIJ005809	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGJ6]	ID=gene:CPIJ005809;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGJ6];gene_id=CPIJ005809;logic_name=vectorbase_culex
CPIJ005814	0	0	0	1	0	0	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGK1]	ID=gene:CPIJ005814;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGK1];gene_id=CPIJ005814;logic_name=vectorbase_culex
CPIJ005819	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGK6]	ID=gene:CPIJ005819;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGK6];gene_id=CPIJ005819;logic_name=vectorbase_culex
CPIJ005824	0	0	0	1	0	0	0	0	0		Maternal tudor protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGL1]	ID=gene:CPIJ005824;biotype=protein_coding;description=Maternal tudor protein [Source:UniProtKB/TrEMBL%3BAcc:B0WGL1];gene_id=CPIJ005824;logic_name=vectorbase_culex
CPIJ005830-RB	0	0	0	0	0	1	0	0	0	NA	NA	NA
CPIJ005831	0	0	0	1	0	0	0	0	0		GTPase activating protein RanGAP1 [Source:VB Community Annotation]	ID=gene:CPIJ005831;biotype=protein_coding;description=GTPase activating protein RanGAP1 [Source:VB Community Annotation];gene_id=CPIJ005831;logic_name=vectorbase_culex
CPIJ005841	0	0	0	0	1	1	0	0	0		angiopoietin-1 precursor [Source:VB Community Annotation]	ID=gene:CPIJ005841;biotype=protein_coding;description=angiopoietin-1 precursor [Source:VB Community Annotation];gene_id=CPIJ005841;logic_name=vectorbase_culex
CPIJ005849	0	0	0	0	0	0	0	0	1		basic fibroblast growth factor receptor 1 precursor [Source:VB Community Annotation]	ID=gene:CPIJ005849;biotype=protein_coding;description=basic fibroblast growth factor receptor 1 precursor [Source:VB Community Annotation];gene_id=CPIJ005849;logic_name=vectorbase_culex
CPIJ005859	0	0	0	0	0	1	0	0	0		DNA-directed RNA polymerase II 7.6 kDa polypeptide [Source:UniProtKB/TrEMBL%3BAcc:B0WG50]	ID=gene:CPIJ005859;biotype=protein_coding;description=DNA-directed RNA polymerase II 7.6 kDa polypeptide [Source:UniProtKB/TrEMBL%3BAcc:B0WG50];gene_id=CPIJ005859;logic_name=vectorbase_culex
CPIJ005861	0	0	0	0	0	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WG52]	ID=gene:CPIJ005861;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WG52];gene_id=CPIJ005861;logic_name=vectorbase_culex
CPIJ005868	0	0	0	1	1	0	0	0	1		Multisynthetase complex auxiliary component p43 [Source:UniProtKB/TrEMBL%3BAcc:B0WG59]	ID=gene:CPIJ005868;biotype=protein_coding;description=Multisynthetase complex auxiliary component p43 [Source:UniProtKB/TrEMBL%3BAcc:B0WG59];gene_id=CPIJ005868;logic_name=vectorbase_culex
CPIJ005882	0	0	0	0	0	1	1	0	0	e(y)2	Enhancer of yellow 2 transcription factor [Source:UniProtKB/Swiss-Prot%3BAcc:B0WG73]	ID=gene:CPIJ005882;Name=e(y)2;biotype=protein_coding;description=Enhancer of yellow 2 transcription factor [Source:UniProtKB/Swiss-Prot%3BAcc:B0WG73];gene_id=CPIJ005882;logic_name=vectorbase_culex
CPIJ005890	0	0	0	0	0	1	1	0	1		fatty acyl-CoA reductase 1 [Source:VB Community Annotation]	ID=gene:CPIJ005890;biotype=protein_coding;description=fatty acyl-CoA reductase 1 [Source:VB Community Annotation];gene_id=CPIJ005890;logic_name=vectorbase_culex
CPIJ005905	0	0	0	0	1	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WG96]	ID=gene:CPIJ005905;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WG96];gene_id=CPIJ005905;logic_name=vectorbase_culex
CPIJ005926	0	0	0	0	0	1	0	0	0		Tripartite motif-containing protein 45 [Source:UniProtKB/TrEMBL%3BAcc:B0WGE2]	ID=gene:CPIJ005926;biotype=protein_coding;description=Tripartite motif-containing protein 45 [Source:UniProtKB/TrEMBL%3BAcc:B0WGE2];gene_id=CPIJ005926;logic_name=vectorbase_culex
CPIJ005932	0	0	0	0	0	1	0	0	0		Trafficking protein particle complex subunit 6B [Source:UniProtKB/TrEMBL%3BAcc:B0WF96]	ID=gene:CPIJ005932;biotype=protein_coding;description=Trafficking protein particle complex subunit 6B [Source:UniProtKB/TrEMBL%3BAcc:B0WF96];gene_id=CPIJ005932;logic_name=vectorbase_culex
CPIJ005942	0	0	0	0	0	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFA6]	ID=gene:CPIJ005942;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFA6];gene_id=CPIJ005942;logic_name=vectorbase_culex
CPIJ005944	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFA8]	ID=gene:CPIJ005944;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFA8];gene_id=CPIJ005944;logic_name=vectorbase_culex
CPIJ005950	0	0	0	1	0	0	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFB4]	ID=gene:CPIJ005950;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFB4];gene_id=CPIJ005950;logic_name=vectorbase_culex
CPIJ006002	0	0	0	1	1	0	0	0	0		high affinity copper transporter%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ006002;biotype=protein_coding;description=high affinity copper transporter%2C putative [Source:VB Community Annotation];gene_id=CPIJ006002;logic_name=vectorbase_culex
CPIJ006011	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WF70]	ID=gene:CPIJ006011;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WF70];gene_id=CPIJ006011;logic_name=vectorbase_culex
